lower_bound	logFC	upper_bound	pvalue	QE	QEp	SE	tau2	I2	H2	p.adjust.fdr	p.adjust.BY	n.studies
KIAA1904	-0.004	0	0.004	0.954	0.785	0.676	0.002	0	0	1	1	1	3
KIAA1908	-0.402	0.247	0.897	0.455	4.202	0.04	0.331	0.172	76.199	4.202	1	1	2
KIAA1912	-0.06	-0.016	0.027	0.465	2.183	0.336	0.022	0	8.399	1.092	1	1	3
KIAA1913	-0.004	0	0.004	0.992	0.118	0.943	0.002	0	0	1	1	1	3
KIAA1914	-0.042	0.006	0.053	0.816	0.065	0.968	0.024	0	0	1	1	1	3
KIAA1919	-0.199	-0.086	0.027	0.136	0.56	0.756	0.058	0	0	1	1	1	3
KIAA1944	-0.004	0	0.004	0.933	1.887	0.389	0.002	0	0	1	1	1	3
KIAA1946	-0.004	0	0.004	0.997	0.054	0.973	0.002	0	0	1	1	1	3
KIAA1958	-0.094	-0.007	0.079	0.869	0.458	0.994	0.044	0	0	1	1	1	6
KIAA1961	-0.028	-0.003	0.023	0.84	1.621	0.445	0.013	0	0	1	1	1	3
KIAA1967	-0.009	0.013	0.035	0.235	3.303	0.509	0.011	0	0	1	1	1	5
KIAA1970	-0.026	0.003	0.032	0.829	0.703	0.704	0.015	0	0	1	1	1	3
KIAA1984	-0.165	0.031	0.227	0.757	0.824	0.364	0.1	0	0	1	1	1	2
KIAA2010	-0.084	-0.04	0.004	0.072	4.134	0.247	0.022	0.001	27.431	1.378	1	1	4
KIAA2012	-0.509	-0.11	0.289	0.59	0.004	0.947	0.204	0	0	1	1	1	2
KIAA2013	-0.025	0.009	0.043	0.607	8.952	0.537	0.018	0	0	1	1	1	11
KIAA2018	-0.175	-0.05	0.075	0.432	0.767	0.682	0.064	0	0	1	1	1	3
KIAA2022	-0.11	-0.062	-0.014	0.012	5.125	0.401	0.025	0	2.435	1.025	1	1	6
KIAA2026	-0.055	-0.007	0.04	0.758	9.469	0.221	0.024	0.001	26.073	1.353	1	1	8
KICS2	-0.076	0.049	0.174	0.443	2.153	0.541	0.064	0	0	1	1	1	4
KIDINS220	-0.016	0.004	0.024	0.699	6.068	0.64	0.01	0	0	1	1	1	9
KIF11	-0.111	0.018	0.147	0.784	4.229	0.753	0.066	0	0	1	1	1	8
KIF12	-0.104	-0.01	0.083	0.829	5.116	0.402	0.048	0	2.274	1.023	1	1	6
KIF13A	-0.075	0.049	0.173	0.44	5.316	0.621	0.063	0	0	1	1	1	8
KIF13B	-0.02	0.034	0.088	0.223	8.017	0.627	0.028	0	0	1	1	1	11
KIF14	-0.2	-0.086	0.028	0.141	5.571	0.473	0.058	0	0	1	1	1	7
KIF15	-0.14	-0.038	0.065	0.47	6.163	0.521	0.052	0	0	1	1	1	8
KIF16B	-0.098	-0.005	0.088	0.914	2.662	0.914	0.047	0	0	1	1	1	8
KIF17	-0.004	0	0.004	0.944	6.227	0.622	0.002	0	0	1	1	1	9
KIF18A	-0.107	-0.03	0.047	0.445	4.307	0.744	0.039	0	0	1	1	1	8
KIF18B	-0.03	0.061	0.153	0.186	5.325	0.503	0.046	0	0	1	1	1	7
KIF19	-0.044	0.023	0.091	0.498	5.33	0.502	0.035	0	0	1	1	1	7
KIF1A	-0.015	0.011	0.036	0.405	12.677	0.123	0.013	0	36.893	1.585	1	1	9
KIF1B	-0.085	0.011	0.106	0.83	12.773	0.173	0.049	0.006	29.541	1.419	1	1	10
KIF1C	-0.002	0.047	0.096	0.061	9.845	0.454	0.025	0	0	1	1	1	11
KIF1C-AS1	-0.531	-0.075	0.381	0.747	0.187	0.665	0.233	0	0	1	1	1	2
KIF2	-0.07	-0.024	0.021	0.294	1.337	0.512	0.023	0	0	1	1	1	3
KIF20A	-0.154	-0.059	0.036	0.222	3.641	0.725	0.048	0	0	1	1	1	7
KIF20B	-0.127	0.046	0.22	0.602	12.518	0.085	0.089	0.024	44.082	1.788	1	1	8
KIF21A	-0.034	-0.006	0.022	0.681	7.543	0.673	0.014	0	0	1	1	1	11
KIF21B	-0.063	-0.018	0.027	0.438	5.878	0.825	0.023	0	0	1	1	1	11
KIF22	-0.084	0.02	0.124	0.703	2.829	0.9	0.053	0	0	1	1	1	8
KIF23	-0.112	-0.026	0.06	0.55	2.181	0.902	0.044	0	0	1	1	1	7
KIF23-AS1	-0.59	-0.104	0.382	0.675	0.074	0.786	0.248	0	0	1	1	1	2
KIF24	-0.05	0.023	0.097	0.532	7.384	0.39	0.037	0.001	5.201	1.055	1	1	8
KIF25	-0.067	0.012	0.092	0.76	16.306	0.038	0.041	0.005	50.939	2.038	1	1	9
KIF26A	-0.04	0.007	0.053	0.784	3.45	0.631	0.024	0	0	1	1	1	6
KIF26B	-0.095	0.032	0.16	0.618	10.131	0.119	0.065	0.009	40.774	1.688	1	1	7
KIF27	-0.017	0.009	0.034	0.515	6.255	0.51	0.013	0	0	1	1	1	8
KIF2A	-0.187	-0.012	0.162	0.891	1.999	0.92	0.089	0	0	1	1	1	7
KIF2B	-0.025	0.002	0.03	0.876	2.466	0.651	0.014	0	0	1	1	1	5
KIF2C	-0.174	-0.056	0.062	0.354	4.527	0.717	0.06	0	0	1	1	1	8
KIF3A	-0.004	0	0.004	0.936	6.269	0.792	0.002	0	0	1	1	1	11
KIF3B	-0.055	-0.002	0.051	0.936	4.5	0.876	0.027	0	0	1	1	1	10
KIF3C	-0.096	-0.036	0.024	0.238	13.187	0.213	0.031	0.002	24.17	1.319	1	1	11
KIF4A	-0.1	0.006	0.112	0.914	2.449	0.874	0.054	0	0	1	1	1	7
KIF4B	-0.195	-0.061	0.074	0.378	1.658	0.646	0.069	0	0	1	1	1	4
KIF5A	-0.004	0	0.004	0.975	3.557	0.895	0.002	0	0	1	1	1	9
KIF5B	-0.026	0.012	0.051	0.527	2.866	0.969	0.02	0	0	1	1	1	10
KIF5C	-0.024	-0.003	0.017	0.74	5.295	0.871	0.01	0	0	1	1	1	11
KIF6	-0.042	0.016	0.074	0.591	2.808	0.73	0.03	0	0	1	1	1	6
KIF7	-0.041	0.036	0.114	0.355	1.484	0.829	0.039	0	0	1	1	1	5
KIF9	-0.025	0.03	0.085	0.28	3.642	0.82	0.028	0	0	1	1	1	8
KIF9-AS1	-0.214	0.032	0.278	0.799	0.004	0.952	0.125	0	0	1	1	1	2
KIFAP3	-0.033	-0.006	0.021	0.685	8.231	0.511	0.014	0	0	1	1	1	10
KIFBP	-0.209	-0.059	0.091	0.44	1.573	0.456	0.077	0	0	1	1	1	3
KIFC1	-0.123	0.055	0.233	0.543	11.705	0.069	0.091	0.023	48.739	1.951	1	1	7
KIFC2	-0.033	0.009	0.051	0.68	6.709	0.753	0.022	0	0	1	1	1	11
KIFC3	-0.022	0.075	0.172	0.128	4.288	0.746	0.049	0	0	1	1	1	8
KIN	-0.243	-0.027	0.189	0.807	0.374	0.985	0.11	0	0	1	1	1	5
KIR2DL1	-0.366	0.038	0.441	0.855	6.809	0.078	0.206	0.077	55.938	2.27	1	1	4
KIR2DL2	-0.49	-0.101	0.289	0.613	0.538	0.764	0.199	0	0	1	1	1	3
KIR2DL3	-0.71	-0.012	0.687	0.974	12.774	0.005	0.356	0.355	76.515	4.258	1	1	4
KIR2DL4	-0.385	-0.045	0.295	0.794	9.193	0.102	0.173	0.068	45.611	1.839	1	1	6
KIR2DL5A	-0.342	0.007	0.356	0.968	0.979	0.613	0.178	0	0	1	1	1	3
KIR2DP1	-3.42	-1.066	1.288	0.375	6.449	0.011	1.201	2.495	84.494	6.449	1	1	2
KIR2DS1	-0.313	0.082	0.478	0.684	1.626	0.202	0.202	0.033	38.516	1.626	1	1	2
KIR2DS2	-0.912	0.131	1.174	0.806	2.21	0.137	0.532	0.315	54.744	2.21	1	1	2
KIR2DS3	-0.105	0.231	0.566	0.177	1.522	0.467	0.171	0	0	1	1	1	3
KIR2DS4	-0.208	0.162	0.533	0.39	12.753	0.026	0.189	0.101	60.795	2.551	1	1	6
KIR2DS5	-0.21	0.292	0.794	0.254	0.05	0.823	0.256	0	0	1	1	1	2
KIR3DL1	-0.363	0.058	0.479	0.788	8.059	0.089	0.215	0.109	50.366	2.015	1	1	5
KIR3DL2	-0.339	-0.025	0.29	0.878	3.375	0.337	0.161	0.013	11.114	1.125	1	1	4
KIR3DL3	-0.599	-0.187	0.226	0.375	6.059	0.109	0.21	0.085	50.488	2.02	1	1	4
KIR3DS1	-0.335	0.163	0.662	0.52	0.301	0.583	0.254	0	0	1	1	1	2
KIR3DX1	-0.094	0.008	0.111	0.873	2.805	0.423	0.052	0	0	1	1	1	4
KIRREL	-0.022	0.011	0.044	0.497	0.612	0.736	0.017	0	0	1	1	1	3
KIRREL1	-0.209	-0.023	0.162	0.806	0.021	0.884	0.095	0	0	1	1	1	2
KIRREL2	-0.129	-0.02	0.09	0.723	2.319	0.804	0.056	0	0	1	1	1	6
KIRREL3	-0.061	0.028	0.118	0.535	4.171	0.654	0.046	0	0	1	1	1	7
KIRREL3-AS2	0.015	0.09	0.165	0.018	0.043	0.836	0.038	0	0	1	1	1	2
KIRREL3-AS3	-0.047	0.076	0.199	0.227	0.042	0.837	0.063	0	0	1	1	1	2
KISS1	-0.076	0.015	0.106	0.753	5.967	0.309	0.046	0.002	16.21	1.193	1	1	6
KISS1R	-0.114	0.064	0.242	0.479	12.848	0.046	0.091	0.026	53.3	2.141	1	1	7
KIT	-0.114	-0.05	0.014	0.128	4.956	0.894	0.033	0	0	1	1	1	11
KITLG	-0.039	-0.011	0.018	0.463	6.209	0.719	0.015	0	0	1	1	1	10
KIZ	-0.156	-0.023	0.111	0.739	4.721	0.317	0.068	0.004	15.275	1.18	1	1	5
KL	-0.055	-0.008	0.039	0.733	2.871	0.825	0.024	0	0	1	1	1	7
KLB	-0.019	0.012	0.043	0.448	1.167	0.978	0.016	0	0	1	1	1	7
KLC1	-0.013	0.092	0.197	0.087	6.233	0.513	0.054	0	0	1	1	1	8
KLC2	-0.059	-0.022	0.016	0.262	10.085	0.433	0.019	0	0.839	1.008	1	1	11
KLC3	-0.081	0.076	0.233	0.345	6.911	0.329	0.08	0.006	13.181	1.152	1	1	7
KLC4	-0.083	-0.011	0.061	0.765	6.3	0.39	0.037	0.001	4.765	1.05	1	1	7
KLF1	-0.219	0.003	0.225	0.977	9.11	0.168	0.113	0.023	34.135	1.518	1	1	7
KLF10	-0.037	0.056	0.149	0.237	5.905	0.434	0.047	0	0	1	1	1	7
KLF11	-0.018	0.011	0.041	0.455	4.909	0.897	0.015	0	0	1	1	1	11
KLF12	-0.05	-0.016	0.018	0.346	8.779	0.553	0.017	0	0	1	1	1	11
KLF13	-0.042	-0.014	0.015	0.351	6.941	0.731	0.015	0	0	1	1	1	11
KLF14	-0.085	-0.029	0.027	0.311	1.048	0.902	0.029	0	0	1	1	1	5
KLF15	-0.069	-0.016	0.036	0.544	6.007	0.646	0.027	0	0	1	1	1	9
KLF16	-0.159	-0.062	0.035	0.211	4.606	0.708	0.05	0	0	1	1	1	8
KLF17	-0.191	-0.032	0.127	0.691	7.434	0.115	0.081	0.014	46.192	1.858	1	1	5
KLF2	-0.088	-0.025	0.037	0.428	5.962	0.818	0.032	0	0	1	1	1	11
KLF3	-0.098	0.017	0.131	0.775	9.304	0.232	0.059	0.006	24.766	1.329	1	1	8
KLF3-AS1	-1.412	0.705	2.821	0.514	4.201	0.04	1.08	1.87	76.198	4.201	1	1	2
KLF4	-0.148	-0.01	0.128	0.887	10.448	0.165	0.07	0.011	33.003	1.493	1	1	8
KLF5	-0.108	0.001	0.109	0.991	5.046	0.654	0.055	0	0	1	1	1	8
KLF6	-0.111	-0.053	0.005	0.074	3.65	0.933	0.03	0	0	1	1	1	10
KLF7	-0.085	0.012	0.109	0.81	4.994	0.661	0.05	0	0	1	1	1	8
KLF8	-0.048	0.033	0.114	0.42	2.249	0.895	0.041	0	0	1	1	1	7
KLF9	-0.058	-0.018	0.023	0.394	12.322	0.264	0.021	0.001	18.847	1.232	1	1	11
KLHDC1	0.003	0.091	0.179	0.043	4.471	0.724	0.045	0	0	1	1	1	8
KLHDC10	-0.072	0.011	0.094	0.793	6.918	0.437	0.042	0	0	1	1	1	8
KLHDC2	-0.024	0.003	0.03	0.852	6.808	0.743	0.014	0	0	1	1	1	11
KLHDC3	-0.038	-0.007	0.024	0.662	12.63	0.245	0.016	0	20.823	1.263	1	1	11
KLHDC4	-0.033	-0.001	0.032	0.968	9.473	0.488	0.017	0	0	1	1	1	11
KLHDC5	-0.032	-0.007	0.018	0.579	1.394	0.845	0.013	0	0	1	1	1	5
KLHDC7A	-0.046	0.004	0.053	0.886	2.547	0.769	0.025	0	0	1	1	1	6
KLHDC7B	-0.228	-0.075	0.078	0.337	5.538	0.595	0.078	0	0	1	1	1	8
KLHDC8A	-0.057	0.019	0.094	0.627	10.747	0.15	0.038	0.003	34.866	1.535	1	1	8
KLHDC8B	-0.049	-0.013	0.024	0.49	8.989	0.533	0.019	0	0	1	1	1	11
KLHDC9	-0.048	-0.011	0.027	0.571	3.229	0.665	0.019	0	0	1	1	1	6
KLHL1	-0.047	0.041	0.13	0.358	5.328	0.377	0.045	0.001	6.164	1.066	1	1	6
KLHL10	-0.075	0.021	0.118	0.661	7.639	0.266	0.049	0.004	21.46	1.273	1	1	7
KLHL11	-0.079	-0.014	0.05	0.659	4.931	0.668	0.033	0	0	1	1	1	8
KLHL12	-0.021	0.01	0.041	0.509	4.796	0.852	0.016	0	0	1	1	1	10
KLHL13	-0.022	0.011	0.044	0.518	8.07	0.622	0.017	0	0	1	1	1	11
KLHL14	-0.144	-0.035	0.073	0.523	1.351	0.969	0.056	0	0	1	1	1	7
KLHL15	-0.222	-0.087	0.049	0.209	4.409	0.732	0.069	0	0	1	1	1	8
KLHL17	-0.073	0.005	0.084	0.894	1.873	0.931	0.04	0	0	1	1	1	7
KLHL18	-0.023	0.015	0.052	0.441	11.393	0.25	0.019	0.001	21.006	1.266	1	1	10
KLHL2	-0.038	-0.005	0.028	0.779	3.101	0.875	0.017	0	0	1	1	1	8
KLHL20	-0.077	-0.038	0	0.05	6.337	0.706	0.02	0	0	1	1	1	10
KLHL21	-0.053	-0.001	0.051	0.97	6.419	0.697	0.026	0	0	1	1	1	10
KLHL22	-0.048	0.007	0.061	0.812	18.605	0.046	0.028	0.002	46.251	1.861	1	1	11
KLHL23	-0.069	-0.006	0.058	0.864	3.872	0.568	0.032	0	0	1	1	1	6
KLHL24	-0.166	-0.065	0.037	0.213	2.169	0.95	0.052	0	0	1	1	1	8
KLHL25	-0.275	-0.144	-0.013	0.032	4.908	0.671	0.067	0	0	1	1	1	8
KLHL26	-0.049	-0.02	0.009	0.18	10.327	0.412	0.015	0	3.163	1.033	1	1	11
KLHL28	-0.111	0.049	0.209	0.547	3.118	0.794	0.082	0	0	1	1	1	7
KLHL29	-0.031	0.005	0.041	0.804	4.484	0.611	0.018	0	0	1	1	1	7
KLHL3	-0.036	-0.006	0.023	0.671	7.033	0.722	0.015	0	0	1	1	1	11
KLHL30	-0.034	0.106	0.245	0.137	2.339	0.801	0.071	0	0	1	1	1	6
KLHL31	-0.048	0.02	0.088	0.565	4.008	0.676	0.035	0	0	1	1	1	7
KLHL32	-0.116	-0.039	0.039	0.33	2.577	0.921	0.04	0	0	1	1	1	8
KLHL33	-0.032	0.112	0.255	0.127	3.461	0.484	0.073	0	0	1	1	1	5
KLHL34	-0.094	-0.014	0.066	0.727	1.929	0.926	0.041	0	0	1	1	1	7
KLHL35	-0.104	-0.023	0.058	0.576	2.4	0.791	0.041	0	0	1	1	1	6
KLHL36	-0.115	-0.031	0.052	0.461	3.469	0.838	0.043	0	0	1	1	1	8
KLHL38	-0.122	-0.005	0.113	0.938	1.531	0.675	0.06	0	0	1	1	1	4
KLHL4	-0.004	0	0.004	0.925	3.056	0.88	0.002	0	0	1	1	1	8
KLHL40	-0.11	0.002	0.114	0.975	1.454	0.693	0.057	0	0	1	1	1	4
KLHL41	-0.016	0.011	0.039	0.415	2.776	0.427	0.014	0	0	1	1	1	4
KLHL42	-0.144	-0.04	0.063	0.444	1.727	0.885	0.053	0	0	1	1	1	6
KLHL5	-0.083	-0.031	0.021	0.246	11.573	0.315	0.027	0.001	13.588	1.157	1	1	11
KLHL6	-0.113	0.023	0.158	0.743	3.457	0.84	0.069	0	0	1	1	1	8
KLHL7	-0.026	0.016	0.057	0.462	2.556	0.959	0.021	0	0	1	1	1	9
KLHL8	-0.03	0.002	0.034	0.892	2.758	0.987	0.016	0	0	1	1	1	11
KLHL9	-0.029	0	0.029	0.99	3.831	0.955	0.015	0	0	1	1	1	11
KLK1	-0.228	-0.019	0.191	0.86	13.916	0.053	0.107	0.037	49.699	1.988	1	1	8
KLK10	-0.046	-0.005	0.037	0.823	1.546	0.908	0.021	0	0	1	1	1	6
KLK11	-0.063	0.018	0.099	0.666	5.789	0.327	0.041	0.001	13.625	1.158	1	1	6
KLK12	-0.112	-0.017	0.077	0.72	5.275	0.383	0.048	0.001	5.217	1.055	1	1	6
KLK13	-0.059	0.034	0.127	0.476	4.017	0.547	0.048	0	0	1	1	1	6
KLK14	-0.168	-0.014	0.139	0.856	5.069	0.28	0.078	0.007	21.084	1.267	1	1	5
KLK15	-0.01	0.085	0.18	0.079	5.32	0.378	0.048	0.001	6.022	1.064	1	1	6
KLK2	-0.122	-0.004	0.114	0.947	6.434	0.169	0.06	0.007	37.828	1.608	1	1	5
KLK3	-0.212	-0.116	-0.019	0.018	5.708	0.336	0.049	0.002	12.401	1.142	1	1	6
KLK4	-0.149	-0.051	0.047	0.309	1.965	0.742	0.05	0	0	1	1	1	5
KLK5	-0.091	0.012	0.116	0.815	8.085	0.152	0.053	0.006	38.156	1.617	1	1	6
KLK6	-0.035	0.029	0.093	0.371	8.677	0.277	0.033	0.002	19.331	1.24	1	1	8
KLK7	-0.082	-0.021	0.04	0.496	6.413	0.601	0.031	0	0	1	1	1	9
KLK8	-0.035	0.016	0.067	0.536	0.169	0.997	0.026	0	0	1	1	1	5
KLK9	-0.117	0.036	0.188	0.647	5.118	0.275	0.078	0.007	21.846	1.28	1	1	5
KLKB1	-0.028	0.027	0.081	0.338	1.9	0.965	0.028	0	0	1	1	1	8
KLKP1	-0.798	-0.246	0.305	0.382	2.921	0.087	0.281	0.106	65.77	2.921	1	1	2
KLLN	-0.083	-0.027	0.029	0.34	2.255	0.689	0.028	0	0	1	1	1	5
KLP1	-0.058	-0.028	0.002	0.071	0.556	0.757	0.015	0	0	1	1	1	3
KLRAP1	-0.152	-0.013	0.127	0.859	0.128	0.721	0.071	0	0	1	1	1	2
KLRB1	-0.383	0.013	0.41	0.947	7.841	0.165	0.202	0.083	36.235	1.568	1	1	6
KLRC1	-0.471	-0.147	0.177	0.375	1.639	0.896	0.165	0	0	1	1	1	6
KLRC2	-0.038	0.072	0.183	0.197	9.934	0.127	0.056	0.007	39.6	1.656	1	1	7
KLRC3	-0.387	-0.058	0.27	0.727	2.887	0.717	0.168	0	0	1	1	1	6
KLRC4	-0.472	-0.158	0.157	0.327	2.757	0.599	0.161	0	0	1	1	1	5
KLRC4-KLRK1	-0.383	-0.01	0.363	0.958	1.507	0.681	0.19	0	0	1	1	1	4
KLRD1	-0.438	-0.153	0.132	0.293	1.589	0.903	0.145	0	0	1	1	1	6
KLRF1	-0.627	-0.277	0.074	0.122	6.657	0.247	0.179	0.05	24.893	1.331	1	1	6
KLRF2	-0.326	-0.1	0.126	0.385	0.027	0.87	0.115	0	0	1	1	1	2
KLRG1	-0.234	-0.024	0.185	0.821	1.251	0.94	0.107	0	0	1	1	1	6
KLRG2	-0.06	0.036	0.133	0.46	0.638	0.888	0.049	0	0	1	1	1	4
KLRK1	-0.548	-0.184	0.18	0.322	0.688	0.876	0.186	0	0	1	1	1	4
KLRK1-AS1	-0.389	0.019	0.427	0.926	0.741	0.389	0.208	0	0	1	1	1	2
KMO	-0.135	0.01	0.154	0.895	7.369	0.391	0.074	0.003	5.009	1.053	1	1	8
KMT2A	-0.232	-0.071	0.09	0.386	0.57	0.903	0.082	0	0	1	1	1	4
KMT2B	-0.071	0.031	0.133	0.557	2.677	0.613	0.052	0	0	1	1	1	5
KMT2C	-0.144	-0.04	0.063	0.446	0.446	0.979	0.053	0	0	1	1	1	5
KMT2D	-0.159	-0.046	0.066	0.416	0.604	0.988	0.057	0	0	1	1	1	6
KMT2E	-0.196	-0.005	0.187	0.963	0.652	0.884	0.098	0	0	1	1	1	4
KMT2E-AS1	-0.348	-0.131	0.085	0.235	0.608	0.436	0.11	0	0	1	1	1	2
KMT5A	-0.124	-0.003	0.118	0.96	0.836	0.934	0.062	0	0	1	1	1	5
KMT5B	-0.136	0.006	0.148	0.931	3.357	0.34	0.072	0.003	10.623	1.119	1	1	4
KMT5C	-0.225	-0.075	0.076	0.33	1.462	0.691	0.077	0	0	1	1	1	4
KNCN	-0.16	-0.049	0.061	0.383	6.543	0.162	0.056	0.006	38.863	1.636	1	1	5
KNDC1	-0.008	0.039	0.086	0.1	8.532	0.577	0.024	0	0	1	1	1	11
KNG1	-0.017	0.058	0.132	0.128	6.422	0.17	0.038	0.003	37.717	1.606	1	1	5
KNL1	-0.077	0.119	0.316	0.234	4.745	0.191	0.1	0.014	36.78	1.582	1	1	4
KNOP1	-0.179	-0.055	0.068	0.379	1.897	0.594	0.063	0	0	1	1	1	4
KNS2	-0.03	0	0.031	0.978	1.333	0.513	0.015	0	0	1	1	1	3
KNSTRN	-0.165	-0.038	0.088	0.549	4.488	0.482	0.064	0	0	1	1	1	6
KNTC1	-0.147	-0.034	0.08	0.562	6.915	0.438	0.058	0	0	1	1	1	8
KPLCE	-0.158	-0.036	0.086	0.559	0.165	0.921	0.062	0	0	1	1	1	3
KPNA1	-0.172	-0.006	0.161	0.944	4.667	0.323	0.085	0.005	14.294	1.167	1	1	5
KPNA2	-0.079	0.08	0.239	0.322	4.166	0.526	0.081	0	0	1	1	1	6
KPNA3	-0.053	-0.027	0	0.05	7.489	0.586	0.014	0	0	1	1	1	10
KPNA4	-0.045	0.002	0.048	0.947	19.333	0.036	0.024	0.002	48.276	1.933	1	1	11
KPNA5	-0.048	0.063	0.173	0.265	4.873	0.675	0.056	0	0	1	1	1	8
KPNA6	-0.055	-0.011	0.033	0.625	14.412	0.108	0.023	0.001	37.553	1.601	1	1	10
KPNA7	-0.032	0.094	0.221	0.145	4.984	0.173	0.065	0.007	39.812	1.661	1	1	4
KPNB1	-0.053	-0.021	0.012	0.217	7.12	0.714	0.017	0	0	1	1	1	11
KPRP	-0.138	0.004	0.146	0.958	0.959	0.811	0.073	0	0	1	1	1	4
KPTN	-0.13	-0.006	0.118	0.928	8.913	0.259	0.063	0.006	21.462	1.273	1	1	8
KRAS	-0.046	-0.015	0.017	0.367	5.609	0.847	0.016	0	0	1	1	1	11
KRBA1	-0.131	-0.024	0.083	0.657	6.403	0.38	0.055	0.001	6.3	1.067	1	1	7
KRBA2	-0.181	-0.075	0.031	0.167	7.782	0.255	0.054	0.004	22.897	1.297	1	1	7
KRBOX1	-0.103	0.028	0.158	0.677	7.422	0.191	0.067	0.008	32.634	1.484	1	1	6
KRBOX1-AS1	-0.205	0.01	0.226	0.926	4.333	0.037	0.11	0.019	76.922	4.333	1	1	2
KRBOX4	0.015	0.123	0.231	0.026	2.084	0.837	0.055	0	0	1	1	1	6
KRBOX5	-0.49	-0.079	0.331	0.705	0.312	0.576	0.209	0	0	1	1	1	2
KRCC1	-0.036	-0.003	0.031	0.872	6.404	0.78	0.017	0	0	1	1	1	11
KREMEN1	-0.153	-0.058	0.037	0.229	7.302	0.398	0.048	0.001	4.137	1.043	1	1	8
KREMEN2	-0.122	-0.003	0.117	0.966	4.224	0.377	0.061	0.001	5.292	1.056	1	1	5
KRI1	-0.176	-0.008	0.161	0.93	11.715	0.069	0.086	0.022	48.785	1.953	1	1	7
KRIT1	-0.259	-0.082	0.094	0.359	2.404	0.662	0.09	0	0	1	1	1	5
KRR1	-0.147	0.072	0.291	0.518	4.629	0.328	0.112	0.009	13.589	1.157	1	1	5
KRT1	-0.087	0.039	0.165	0.548	1.862	0.967	0.064	0	0	1	1	1	8
KRT10	-0.059	-0.022	0.016	0.26	5.471	0.791	0.019	0	0	1	1	1	10
KRT12	-0.053	-0.001	0.051	0.972	2.385	0.665	0.026	0	0	1	1	1	5
KRT13	-0.109	0.019	0.147	0.771	7.516	0.185	0.065	0.008	33.478	1.503	1	1	6
KRT14	-0.227	-0.107	0.012	0.079	9.577	0.088	0.061	0.009	47.793	1.915	1	1	6
KRT15	-0.077	0.018	0.112	0.716	6.22	0.285	0.048	0.003	19.619	1.244	1	1	6
KRT16	-0.172	-0.065	0.043	0.24	4.19	0.522	0.055	0	0	1	1	1	6
KRT17	-0.004	0	0.004	0.986	4.765	0.445	0.002	0	0	1	1	1	6
KRT18	-0.096	-0.021	0.054	0.58	3.389	0.759	0.038	0	0	1	1	1	7
KRT18P38	-0.228	-0.072	0.084	0.364	0	0.987	0.08	0	0	1	1	1	2
KRT18P44	-0.085	0.037	0.16	0.551	0.049	0.826	0.062	0	0	1	1	1	2
KRT19	-0.002	0	0.002	0.974	5.592	0.693	0.001	0	0	1	1	1	9
KRT19P2	-0.006	0.065	0.136	0.071	0.319	0.853	0.036	0	0	1	1	1	3
KRT2	-0.272	-0.101	0.069	0.244	7.054	0.217	0.087	0.013	29.122	1.411	1	1	6
KRT20	-0.211	-0.036	0.14	0.69	6.52	0.164	0.09	0.015	38.651	1.63	1	1	5
KRT222	-0.035	-0.003	0.028	0.827	0.987	0.804	0.016	0	0	1	1	1	4
KRT223P	-0.038	-0.01	0.018	0.495	0.518	0.472	0.014	0	0	1	1	1	2
KRT23	-0.174	-0.023	0.127	0.761	3.775	0.707	0.077	0	0	1	1	1	7
KRT24	-0.042	0.062	0.167	0.242	2.229	0.817	0.053	0	0	1	1	1	6
KRT25	-0.084	0.003	0.09	0.945	3.296	0.654	0.045	0	0	1	1	1	6
KRT26	-0.186	-0.054	0.078	0.423	0.584	0.965	0.067	0	0	1	1	1	5
KRT27	-0.038	-0.001	0.036	0.964	1.748	0.883	0.019	0	0	1	1	1	6
KRT28	-0.15	-0.018	0.115	0.794	1.766	0.622	0.068	0	0	1	1	1	4
KRT3	-0.085	0.078	0.242	0.348	8.419	0.077	0.083	0.015	52.487	2.105	1	1	5
KRT31	0.023	0.143	0.263	0.02	7.239	0.203	0.061	0.006	30.929	1.448	1	1	6
KRT32	-0.025	0.042	0.108	0.218	1.06	0.958	0.034	0	0	1	1	1	6
KRT33A	-0.065	0	0.065	0.999	4.096	0.536	0.033	0	0	1	1	1	6
KRT33B	-0.107	0.039	0.184	0.604	8.098	0.151	0.074	0.012	38.258	1.62	1	1	6
KRT34	-0.021	0.005	0.03	0.711	2.439	0.486	0.013	0	0	1	1	1	4
KRT35	-0.008	0.023	0.053	0.145	4.147	0.528	0.016	0	0	1	1	1	6
KRT36	-0.017	0.077	0.171	0.109	13.77	0.032	0.048	0.007	56.428	2.295	1	1	7
KRT37	-0.07	-0.014	0.043	0.642	6.132	0.294	0.029	0.001	18.457	1.226	1	1	6
KRT38	-0.104	-0.048	0.009	0.101	1.85	0.87	0.029	0	0	1	1	1	6
KRT39	-0.129	-0.021	0.087	0.702	2.835	0.586	0.055	0	0	1	1	1	5
KRT4	-0.109	0.001	0.111	0.986	9.771	0.082	0.056	0.008	48.831	1.954	1	1	6
KRT40	-0.076	-0.028	0.019	0.24	2.761	0.737	0.024	0	0	1	1	1	6
KRT5	-0.042	0.004	0.051	0.858	5.283	0.382	0.024	0	5.355	1.057	1	1	6
KRT6A	-0.082	-0.047	-0.012	0.009	0.91	0.969	0.018	0	0	1	1	1	6
